"idElement","idChallenge","IsCheckpoint","Type","idMedia","X","Y","Width","Height","SourceUrl","Headline","MediaType","Uploaded"
1996,42,0,0,2422,0,0,16,9,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:16;font-family:Consolas;color:#008000;"">Gregor Mendel was a monk who lived in Europe in the 1800s.  In his spare time, he wondered why plants don't always look exactly the same.  To figure out the answer to this question, he did a bunch of experiments on pea plants.</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN /></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:16;font-family:Consolas;color:#FF00FF;"">Pea plants come in different varieties.  Some ae purple, and some are white.  Some of the seeds they produce are yellow, and some are green.  Some seeds are wrinkly, and others are smooth.  Some plants are tall, and others are short.</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN /></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:16;font-family:Consolas;color:#A9A9A9;"">Gregor Mendel figured out that these traits (the qualities certain plants have) are passed on from the parents to their offspring.  Some traits are </SPAN><SPAN STYLE=""font-size:16;font-family:Consolas;color:#000000;"">dominant, </SPAN><SPAN STYLE=""font-size:16;font-family:Consolas;color:#A9A9A9;"">and others are </SPAN><SPAN STYLE=""font-size:16;font-family:Consolas;color:#000000;font-weight:bold;"">recessive</SPAN><SPAN STYLE=""font-size:16;font-family:Consolas;color:#000000;font-weight:normal;"">.  </SPAN><SPAN STYLE=""font-size:16;font-family:Consolas;color:#A9A9A9;font-weight:normal;"">For example, purple flowers are dominant, and white flowers are recessive.  If 2 plants produce an offspring, the offspring will take the dominant trait.  Therefore, the offspring of the purple plant and the white plant will be purple, because purple is dominant. </SPAN></P>",0,"2012-05-25 05:11:42"
1997,42,0,0,2423,0,10,10,5,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:20;font-family:Arial Black;color:#FFA500;font-weight:bold;"">Visit these websites. Go through the steps to find information!</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;"" /><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-family:Arial Black;color:#0000FF;"">http://www.dnaftb.org/1/animation.html</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;"" /><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-family:Arial Black;color:#0000FF;"">http://www.dnaftb.org/2/animation.html</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN /></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-family:Arial Black;color:#0000FF;"">http://www.dnaftb.org/3/animation.html</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN /></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-family:Arial Black;color:#0000FF;"">http://www.dnaftb.org/4/animation.html</SPAN></P>",0,"2012-05-25 05:11:42"
2026,42,1,4,2436,17,4,8,4,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:20;font-family:Comic Sans MS;color:#000000;"">Describe heredity </SPAN><SPAN STYLE=""font-size:20;font-family:Comic Sans MS;color:#000000;text-decoration:underline;"">in your own words</SPAN><SPAN STYLE=""font-size:20;font-family:Comic Sans MS;color:#000000;"">.  Write complete sentences!</SPAN></P>",0,"2012-05-25 05:11:45"
26,43,0,1,874,0,0,50,50,"http://files/caea7544-e316-46e5-bceb-7af1c660ccb6.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1981,43,1,5,5,0,15,16,10,"","What Do You Think?",0,"2012-05-25 04:23:55"
1984,43,0,0,7802,0,0,16,15,"","<div class=""autofill""><p style=""font-family:"" helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" color:="""" rgb(0,="""" 0,="""" 0);="""" font-weight:="""" normal;="""" font-style:="""" text-align:="""" left;="""" ""=""""><font size=""6"">Should all teen be trided as adults? in my opinion i think that those who really want to make bad to those families that are really happy and  falilies that they do activities together this kind of kids should get trided like adults.beacuse they now what are they doing.they dont have heart to see families sufer.to those who do bad to poeple because others tell them they have to do it.yes they should get trided as adults.because this people dont want to do it because they want to they do it because people are fors them to do it.to those little boy that are 10-14 dont now what are they doing because they have an inosent mine.mabe this little kids that that under age they kill and stold they do it because most parents dont see what are they watching on t.v.this kids should not be trided as adults.but the law is that law.and they choose what to do with this teen that they acuse them of murder.</font></p></div>",0,"2013-04-07 22:16:57"
1985,43,1,4,5215,16,0,8,15,"","<P STYLE=""font-size:30;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>should teen be trided as adults when they cumite a crime?</SPAN></P>",0,"2012-11-04 18:08:06"
1986,44,1,5,5,0,12,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
1987,44,0,0,2415,15,0,7,3,"","",0,"2012-05-25 05:11:32"
1988,44,1,4,2416,15,3,7,3,"","",0,"2012-05-25 05:11:32"
1989,44,0,0,2417,0,6,9,5,"","",0,"2012-05-25 05:11:33"
1990,44,0,0,2418,3,0,8,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>   Did you know that 1 in 3 kids are considered overweight or obese in the last U.S.? Take some health, positive  steps to help your whole family get active, eat well and prevent obesity and the diseases associated with it during Childhood Obesity Awareness Month.</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>  America is becoming obese at a dangerous rate and the world is following close behind. Eat more, watching satellite tv, and exercing less or getting at all.</SPAN></P>",0,"2012-05-25 05:11:33"
1991,44,0,0,2419,7,3,8,6,"","",0,"2012-05-25 05:11:33"
1977,45,1,5,5,0,16,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
1980,45,0,0,2411,1,1,9,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>how many presidents have been able to keep their promises to the people?well our former president 'Barack Obama"" had once said that the united states isnt perfect and they to make mistakes,but for that reason Barackis trying to make our country better and more efficient for the people of the united states of america.For example Barack has promises to make more jobs for the people and aswell as</SPAN><SPAN STYLE=""font-size:10;""> giveing immigrants some sort of rights in the ""land of</SPAN><SPAN> the free"".which by the way  he hasent prevail yet and probably wont through out his presidental years.today wen i woke up i was seeing the channel 5 news ktla in downtown la, where there was a protest going on based on the the low finacial crisis.the thing that immediatly came to my head was where is the promise that Barack obama made to the whole nation when he was running for president and when he was elected.all the president have promised things they knew couldnt or wouldnt be able to prevail,they have lied to us for many years,and we should do everything possible to obtain those things that were once promised to the nation.</SPAN></P>",0,"2012-05-25 05:11:32"
1982,45,1,4,2412,19,1,9,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>who agrees that the biggest lies come from the presidents?</SPAN></P>",0,"2012-05-25 05:11:32"
1983,45,0,2,866,9,0,10,9,"http://files/3b3da20f-640e-4839-9094-6221f9a8ba7f.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
27,46,0,1,864,0,0,50,50,"http://files/09ce92f8-384f-41c8-95ad-ed83f755df57.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1966,46,1,5,5,0,19,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
1970,46,0,0,2405,0,0,8,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>Facebook is a social network website intended to connect friends, family, and bussiness associates. It is the largest of the networking sites. It began as a college networking website and has expanded to include anyone and everyone.</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>Compare to any other social networks, facebook gets the features and improvements on a regular basis. Facebook like other social networks, is all about getting intouch with others. It has creates simple ways of to find your frinds using your e-mail address and also search by their name.</SPAN></P>",0,"2012-05-25 05:11:32"
1972,46,0,2,865,9,0,9,6,"http://files/c5672961-1ad8-456c-9e10-8bcd76b24b3f.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1973,46,1,4,2406,0,7,7,5,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>                           RESPONSE</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN /></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>Do You Think Facebook Is A Good Website To Contact People?</SPAN></P>",0,"2012-05-25 05:11:32"
1974,46,1,4,2407,9,8,9,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>                                     VIDEO       </SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;"" /><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>How Does Facebook Work- Understanding The Concept</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>www.pls91.com How does facebook work.Facebook is the most popular social networking site today...</SPAN></P>",0,"2012-05-25 05:11:32"
28,47,0,1,908,0,0,50,50,"http://files/18cd74a4-610a-43eb-a4d9-316afb54e7a3.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
2092,47,1,5,5,0,12,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
2096,47,0,0,2477,1,0,9,3,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;"">People who are apart of </SPAN><SPAN STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;""> wants Wall Street to be accountable to fix the economy</SPAN></P>",0,"2012-05-25 05:11:50"
1971,48,1,5,5,0,19,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
1975,48,0,0,2408,2,1,9,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>one many things that the world is experiencing profiling. is very important that we should take serious and do something about it to make this world better palce for us. racial profiling takes place in many different way, for example in race, religion, ethnicity and even natoional origin. the law enforcement agents are very unfair when they decided to do racial profiling based on race, clas and national origin.the pocie commit a huge mistake when it comes to racial profiling. the reason why is because is so sad that someone can judge you or even mistreat you because of your race. what we need to do is protest and make sure our voice is heard and that they do domething about this problem. we need to be treated equally and we need to be respect along with our rights. this world can be a better place if we all unite, and respected one other. we are supposed to be protected, not humiliated by the police. if we cannor trust the police to protest us , than who is. this is very serious and needs to be put a stop to for the best everyone.</SPAN></P>",0,"2012-05-25 05:11:32"
1976,48,0,2,868,12,1,6,6,"http://files/7d1f4149-42d8-4174-a350-b8fd08edbe69.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1978,48,1,4,2409,9,9,9,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>if we cannot trust the police to protect us,than who is?</SPAN></P>",0,"2012-05-25 05:11:32"
1979,48,1,4,2410,3,11,9,6,"","",0,"2012-05-25 05:11:32"
29,49,0,1,840,0,0,50,50,"http://files/edf93644-80ed-4cbb-9db0-712eecf252df.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1964,49,1,5,5,0,21,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
1967,49,0,2,847,11,0,9,6,"http://files/e54d40cf-c1d1-4d00-888b-c07bc6780fe0.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1968,49,0,0,2403,0,0,11,7,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>Securing land rights for the worldâ€™s poorest  Across the globe, from Chinaâ€™s rice paddies to Rwandaâ€™s cassava fields, the worldâ€™s poorest are climbing out of poverty by gaining legal control of their land.  For more than four decades, Landesa has championed the power of land ownership and secure land rights as the key to a better, safer future for the worldâ€™s poorest people.  Most of the poor share three traits: they live in rural areas, rely on agricultural labor to survive, but donâ€™t own the land they till.  Structural problems deserve structural solutions  Landlessness is one of the best predictors of extreme poverty around the world. For more than 40 years, Landesa has partnered with governments  to create laws, policies, and programs that provide secure land rights for the poorest.  Weâ€™ve learned that when a family has land of their own, they have opportunity and the means to improve nutrition, income, shelter. Weâ€™ve seen that when land rights are secure, the cycle of poverty is broken â€“ for an individual, a family, a village, a community and entire countries.  This shift is already happening on a grand scale. With the help of Landesaâ€™s global team of land tenure experts, and in partnership with governments around the world, more than 100 million families in 40 countries have obtained secure land rights.  Broadly distributed land rights provide structural change that is enduring and multi-generational, which leads to long-term systemic change, not short-term relief. Secure land rights foster the tangible benefits of ownership that are necessary for sustainable poverty alleviation.  Founded in 1967 by former University of Washington Law Professor Roy Prosterman, and originally named the Rural Development Institute, we continue to be guided by the radically simple notion that secure property rights bring opportunity. While we recognize that land rights are not a panacea to poverty, we believe that they provide quite possibly the best first step. They are the foundation required for other development tools â€“ education, public health, microfinance, sanitation, nutrition, among others â€“ to take root.  We envision a world free of extreme poverty. We see a future in which all who depend on land for their well-being have secure land rights â€“ one of the most basic and powerful tools for lifting themselves and their families out of poverty.</SPAN></P>",0,"2012-05-25 05:11:32"
1969,49,1,4,2404,11,7,9,3,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>What do you think rich people and rich countries should do to help this people?</SPAN></P>",0,"2012-05-25 05:11:32"
30,52,0,1,845,0,0,50,50,"http://files/35700121-3263-4f92-86a6-879403a69756.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1961,52,1,5,5,0,21,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
31,53,0,1,840,0,0,50,50,"http://files/edf93644-80ed-4cbb-9db0-712eecf252df.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
2066,53,1,5,5,0,21,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
2067,53,0,2,839,11,0,9,6,"http://files/286e92e9-b6f9-49cf-a1ea-e28ae52cfca0.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
2068,53,0,0,2463,0,0,9,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>Securing land rights for the worldâ€™s poorest  Across the globe, from Chinaâ€™s rice paddies to Rwandaâ€™s cassava fields, the worldâ€™s poorest are climbing out of poverty by gaining legal control of their land.  For more than four decades, Landesa has championed the power of land ownership and secure land rights as the key to a better, safer future for the worldâ€™s poorest people.  Most of the poor share three traits: they live in rural areas, rely on agricultural labor to survive, but donâ€™t own the land they till.  Structural problems deserve structural solutions  Landlessness is one of the best predictors of extreme poverty around the world. For more than 40 years, Landesa has partnered with governments  to create laws, policies, and programs that provide secure land rights for the poorest.  Weâ€™ve learned that when a family has land of their own, they have opportunity and the means to improve nutrition, income, shelter. Weâ€™ve seen that when land rights are secure, the cycle of poverty is broken â€“ for an individual, a family, a village, a community and entire countries.  This shift is already happening on a grand scale. With the help of Landesaâ€™s global team of land tenure experts, and in partnership with governments around the world, more than 100 million families in 40 countries have obtained secure land rights.  Broadly distributed land rights provide structural change that is enduring and multi-generational, which leads to long-term systemic change, not short-term relief. Secure land rights foster the tangible benefits of ownership that are necessary for sustainable poverty alleviation.  Founded in 1967 by former University of Washington Law Professor Roy Prosterman, and originally named the Rural Development Institute, we continue to be guided by the radically simple notion that secure property rights bring opportunity. While we recognize that land rights are not a panacea to poverty, we believe that they provide quite possibly the best first step. They are the foundation required for other development tools â€“ education, public health, microfinance, sanitation, nutrition, among others â€“ to take root.  We envision a world free of extreme poverty. We see a future in which all who depend on land for their well-being have secure land rights â€“ one of the most basic and powerful tools for lifting themselves and their families out of poverty.</SPAN></P>",0,"2012-05-25 05:11:48"
2070,53,1,4,2464,9,6,9,2,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>What do you think rich countries and people should do to help this people?</SPAN></P>",0,"2012-05-25 05:11:48"
32,54,0,1,835,0,0,50,50,"http://files/7ec55a0b-72d1-4ef2-981a-0fb6dd7ac6b1.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1958,54,1,5,5,0,16,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
1962,54,0,2,832,9,0,9,6,"http://files/b50341f3-9d01-463b-9873-cb018e7ff319.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1963,54,0,0,2401,0,0,9,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>For decades, it has been seen as the world's lost continent. Now, a new study says that the view of Africa as a basket case is wrong.  As the continent prepares to welcome thousands of international football fans for the World Cup in June, it seems the image of an economically vibrant region the hosts are keen to project is closer to the truth than tired stereotypes suggest.  Xavier Sala-i-Martin and Maxim Pinkovskiy, two US-based academics, find that in the 10 years before the credit crunch began, poverty rates fell rapidly and inequality declined right across the continent.  They say that it is time to stop feeling so gloomy about the prospects for Africa, which they claim may meet the Millennium Development Goal target, of halving the number of people living on $1 a day, ahead of the 2015 deadline.  ""Our results show that the conventional wisdom that Africa is not reducing poverty is wrong. In fact, since 1995, African poverty has been falling steadily,"" the authors say. ""Moreover, contrary to the commonly held idea that African growth is largely based on natural resources and helps only the rich and well-connected, we show that a great deal of this growth has accrued to the poor.""  The findings in the report, published by America's National Bureau of Economic Research, contradict the views of the World Bank and the United Nations, which established the millennium goals in 1990.  Sala-i-Martin and Pinkovskiy say that by 2006 the African poverty rate was 30% lower than in 1995, and 28% lower than in 1990. They also reject the argument that this has been solely the result of wealthy elites pocketing the proceeds of bumper oil wealth.  While still high by developed country standards, they say the Gini coefficient, an international benchmark for social inequality, has declined consistently, if slowly, since the early 1990s.  Some development experts are not convinced. Stefan Dercon, of Oxford University, said the authors placed too much weight on government statistics such as GDP, and ignored other data. ""They believe the evidence that many of us would least trust and throw away the evidence we tend to think is fairly accurate. Painstakingly collected household consumption and income surveys, especially when over various years using the same method in each year, give a rather detailed picture of whether there is massive enrichment or not. And unfortunately, the evidence for Ethiopia, where I have been doing this for years, doesn't show such massive improvement.""  Following the most severe downturn in the global economy since the 1930s, there are also concerns that Africa's progress has been stalled. The World Bank warned in 2008 that the financial crisis would leave an extra 89 million people living on less than $1.25 a day by the end of this year.  However, Alison Evans, director of thinktank the Overseas Development Institute, said: ""Rather than starting from the premise that we never get any good news from Africa, we should all be embracing the principle that Africa is on a trajectory where poverty is fallingThis should reassure us that progress can be made, and we can build on that going forward.""  Countries in conflict have enjoyed a much less marked decline in poverty than their peaceful neighbours, the study finds, seeing only a small improvement during the first half of the 2000s.  Countries that were not at war saw their poverty rates decline from 40% in 1970 to about 25% by 2006.  Gerard Lyons, chief economist for Standard Chartered, said: ""I'm very positive about Africa. In the long term, I see an arc of growth from China through India and into Africa.""  Olver Buston, European director of One, the charity founded by Bono and Sir Bob Geldof, agreed that there were some reasons to be positive. ""I think what is true is that there has been progress on several fronts in Africa. During the Cold War, we poured a lot of money into Africa, propping up dictators, and the Soviets did the same thing. Afterwards, aid levels cynically collapsed, but the last decade or so has seen some important changes.""  He pointed out that 18 African countries without oil resources had clocked up solid economic growth of 5% or more on average over the past decade. ""We have a really negative mental image of Africa in the west, and we shouldn't have."" He added that Rwanda, Ethiopia and Zambia have cut the number of malaria deaths by two-thirds, and there are 43 million more children going to school in Africa than ten years ago.  However, with western governments due to gather in New York in September to assess progress against the Millennium Development Goals, he stressed that it was not time to abandon the continent. ""This shows that there's hope. Over the next five years, we need to consolidate these successes.""</SPAN></P>",0,"2012-05-25 05:11:31"
1965,54,1,4,2402,0,6,9,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>What do you think rich people and countries should do to help this people?</SPAN></P>",0,"2012-05-25 05:11:31"
33,56,0,1,759,0,0,50,50,"http://www.fastfoodfree.org/Nutrition Obesity/fat-kits-eating-mcdonalds.jpg","From PLAY! 1.0",1,"2012-05-31 22:40:11"
1955,56,1,5,5,0,12,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
1959,56,1,4,2400,10,0,8,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>Why do you think obesity is a big problem?</SPAN></P>",0,"2012-05-25 05:11:31"
1960,56,0,0,2399,0,1,8,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>Obisety is a big problem evry where around the world. McDonalds is a big problem that brings obisety. There are dozens of fast food places around that world that cause obisety. Its a problem because it causes people to be sick and it can give them heart attackes. Obesity happens becaus of what people eat.It is the number one problem in the united stated. If a person stops eating fastfood you will have a less chance of becoming fat. If you also reduce the amount of food you take in you will become much healthier.</SPAN></P>",0,"2012-05-25 05:11:31"
34,57,0,1,754,0,0,50,50,"http://files/658237f2-2621-4f5d-8dde-bb4602f1a0ae.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1947,57,0,0,2393,3,2,11,7,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>Diabetes is a really known disease here in America.</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>As a parent you are responsible for your own childrens health. </SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>You can't always give your kids ebverything they want or cry for. Because later on it will hurt u to know that your child has diabetes. </SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>McDonalds has a way with kids. They can </SPAN></P>",0,"2012-05-25 05:11:30"
1950,57,1,5,5,0,15,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
35,58,0,1,755,0,0,50,50,"http://files/2f4a44b6-6b8a-4e79-9d4b-b27a6e295ce3.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1944,58,1,5,5,0,12,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
1952,58,0,0,2395,4,1,9,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>parents and members of a neigborhood in chicago voice their concerns about security gaurds using excessive force at a elemntary school. several students were injured and parents think that security is to blame. the dispute happend during a metal detector screening at Wentwoth Elementary. police arrested eight children and parents say the used excessive</SPAN></P>",0,"2012-05-25 05:11:31"
1953,58,1,4,2394,14,1,8,4,"","",0,"2012-05-25 05:11:31"
1954,58,1,4,2396,13,0,9,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>what do you think?</SPAN></P>",0,"2012-05-25 05:11:31"
36,59,0,1,750,0,0,50,50,"http://files/24a01fbf-4990-41c9-b794-7aa1217c793e.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1942,59,1,5,5,0,12,24,10,"","What Do You Think?",0,"2012-05-25 04:23:55"
1945,59,0,2,,11,0,13,12,"","",,""
1949,59,0,0,7801,0,0,11,12,"","<div class=""autofill""><p style=""font-family:"" helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" color:="""" rgb(0,="""" 0,="""" 0);="""" font-weight:="""" normal;="""" font-style:="""" text-align:="""" left;="""" ""=""""><font size=""6""> Diabetes is a really known disease here in America.</font></p><p style=""font-family:"" helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" color:="""" rgb(0,="""" 0,="""" 0);="""" font-weight:="""" normal;="""" font-style:="""" text-align:="""" left;="""" ""=""""><span><font size=""6"">As a parent your responsible for your own childs health. </font></span></p><p style=""font-family:"" helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" color:="""" rgb(0,="""" 0,="""" 0);="""" font-weight:="""" normal;="""" font-style:="""" text-align:="""" left;="""" ""=""""><span><font size=""6"">You can't always be giving them everything they ask for. McDonalds is a really famous known resturaunt that every child wants. McDonalds Does everything possible to get your child to keep wanting them. They are all over the world.</font></span></p><p style=""font-family:"" helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" color:="""" rgb(0,="""" 0,="""" 0);="""" font-weight:="""" normal;="""" font-style:="""" text-align:="""" left;="""" ""=""""><font size=""6"">Take care of your childrens health! only you are responsible for their health.</font></p></div>",0,"2013-04-07 22:15:51"
1941,60,1,5,5,0,11,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
37,61,0,1,752,0,0,50,50,"http://files/d484371a-e144-48c7-a3e4-622e82e39462.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
2020,61,1,5,5,0,13,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
2021,61,1,4,2434,12,2,7,4,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>What do you think?</SPAN></P>",0,"2012-05-25 05:11:45"
2022,61,0,0,2433,4,2,7,4,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>Many people may argue that they did the crime so they should take responcibility. I think i would be okay if this was the case for all the people in Death Row, but there have been many cases in which the person that was executed was proven inoocent years later . What then they can't bring that person back to life he or she was killed for somthing they did not commit. This punishment or murder as i like to call it is unfair and brutal and should not be allowed. </SPAN></P>",0,"2012-05-25 05:11:44"
38,62,0,1,748,0,0,50,50,"http://files/da16edd2-1701-4dca-b392-d5ebd8c4574b.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
1937,62,1,5,5,9,12,15,15,"","What Do You Think?",0,"2012-05-25 04:23:55"
